images,f1,f2,f3a,f3b,f4a,f4b,f5a,f5b,f6,f7
data/SGSM/town05/done_RouteScenario_21/images/ts_337_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_343_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_172_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_427_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_489_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_185_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_72_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_226_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_116_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_338_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_21_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_324_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_408_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_153_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_66_img_0.jpg,0,1,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_252_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_238_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_420_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_461_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_78_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_410_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_357_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_141_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_402_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_142_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_22_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_127_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_503_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_333_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_98_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_352_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_241_img_0.jpg,0,0,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_114_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_192_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_160_img_0.jpg,0,0,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_253_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_201_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_234_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_167_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_364_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_151_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_104_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_442_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_134_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_244_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_251_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_115_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_281_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_23_img_0.jpg,0,1,0,1,1,1,0,1,1,0
data/SGSM/town05/done_RouteScenario_21/images/ts_203_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_398_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_454_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_111_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_205_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_247_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_437_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_453_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_335_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_39_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_15_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_277_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_400_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_40_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_478_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_53_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_384_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_219_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_169_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_275_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_199_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_166_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_396_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_502_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_124_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_495_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_446_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_330_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_207_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_170_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_346_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_299_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_280_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_391_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_0_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_125_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_239_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_326_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_327_img_0.jpg,0,0,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_303_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_189_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_367_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_191_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_429_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_218_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_305_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_200_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_361_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_133_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_296_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_210_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_459_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_262_img_0.jpg,0,0,0,1,0,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_334_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_135_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_371_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_292_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_382_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_242_img_0.jpg,0,0,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_484_img_0.jpg,0,0,1,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_49_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_317_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_41_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_294_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_28_img_0.jpg,0,0,1,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_284_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_385_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_358_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_47_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_113_img_0.jpg,0,1,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_186_img_0.jpg,0,0,0,1,1,1,0,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_345_img_0.jpg,0,1,0,1,0,1,1,1,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_493_img_0.jpg,0,0,0,1,0,0,0,0,0,0
data/SGSM/town05/done_RouteScenario_21/images/ts_71_img_0.jpg,0,1,0,1,1,1,0,1,0,0
